uid	Gender	Age	Qualification	Nationality	BornIn	ParentsBornIn	Income	EMP1	EMP2	EMP3	EMP4	EMP5	EMP6	EMP7	EMP8	BIG1	BIG2	BIG3	BIG4	BIG5	IPO1	IPO2	IPO3	IPO4	IPO5	IPO6	IPO7	IPO8	IPO9	IPO10	IPO11	IPO12	EMO1	EMO2	EMO3	EMO4	EMO5	EMO6	EMO7	EMO8	EMO9	EMO10	EMO11	EMO12	EMO13	EMO14	MED1	MED2	MED3	MED4	MED5	MED6	MED7	MED8	MED9	PPA1	PPA2	PPA3	PPA4	PPA5	PPA6	PPA7	PPA8	PPO1	PPO2	PPO3	PPO4	PPO5	PPO6	CDU	SPD	GRU	FDP	LIN	AFD	POL1	POL2	POL3	POL4	POL5	POL6	POL7	POL8	POL9	PRO1	PRO2	PRO3	PRO4	PRO5
U2829	0	30	3	0	0	0	1	5	5	5	5	5	5	5	5	3	4	4	4	4	1	6	4	5	3	5	5	3	6	3	5	3	3	5	5	4	5	1	1	4	4	1	4	4	4	5	5	5	5	5	5	3	3	3	3	1	1	1	1	1	1	1	1	6	6	7	6	6	7	63	55	0	50	50	50	6	6	5	5	5	5	1	1	1	4	2	0.0	1	1
U2831	1	23	3	0	0	0	0	5	7	5	4	4	3	5	5	6	2	3	6	2	3	6	5	1	4	1	1	5	1	4	1	2	1	1	1	1	1	1	1	4	2	3	4	4	3	1	4	4	1	1	1	4	3	3	1	1	1	1	1	1	1	1	1	4	3	2	3	3	4	73	76	77	53	66	45	6	2	3	5	2	1	2	1	2	5	3	5.0	5	5
U2834	1	69	3	0	0	0	1	4	6	5	5	4	3	4	6	3	2	4	5	2	5	2	5	2	5	1	1	5	1	5	1	6	1	3	1	4	1	1	1	4	6	4	4	5	3	4	2	5	1	1	6	1	1	1	5	3	5	3	6	5	3	4	4	3	2	4	5	5	5	5	27	92	0	36	0	3	5	5	5	5	3	4	4	4	7	6	100.0	1	3
U2835	0	69	1	0	0	0	1	5	7	7	4	4	5	4	5	1	4	2	4	2	1	5	1	1	6	1	4	4	2	6	5	1	3	1	1	4	4	1	4	4	5	4	4	2	1	1	7	7	7	3	1	1	3	1	1	1	1	1	1	1	1	1	1	4	5	6	7	6	4	55	46	56	85	3	0	7	7	7	7	7	4	2	4	4	2	2	1.0	1	1
U2839	1	23	3	0	0	3	4	4	5	5	1	6	3	2	2	5	2	1	6	2	4	4	3	4	4	4	4	3	3	4	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	3	4	40	55	47	53	36	31	6	3	4	4	2	2	2	2	1	2	2	5.0	1	1
U2841	1	39	3	0	0	0	2	7	7	6	6	5	6	6	6	5	1	4	5	1	4	3	5	2	4	2	2	2	2	4	3	3	2	2	1	2	2	2	1	4	4	2	2	2	2	2	7	7	7	1	1	1	1	1	1	1	3	1	1	1	2	2	2	3	3	3	4	2	4	32	50	74	31	40	0	1	3	4	5	4	2	3	4	5	7	2	50.0	3	1
U2843	0	23	3	0	0	0	0	5	5	4	4	3	2	3	5	5	2	5	2	3	2	6	2	6	3	4	6	3	6	2	6	2	3	5	4	2	4	2	2	4	4	2	2	2	2	2	2	2	4	1	1	1	1	4	1	3	3	3	3	2	3	3	2	4	4	5	6	5	6	30	29	22	32	22	22	7	3	4	4	3	3	4	3	4	5	2	0.0	3	2
U2844	1	64	2	0	0	0	1	5	6	6	4	6	3	6	5	5	6	2	6	1	1	7	3	6	2	5	6	2	5	3	5	4	6	7	4	6	3	6	1	5	5	2	1	3	2	6	5	7	7	1	1	1	2	3	1	5	6	6	2	2	6	4	5	3	4	3	5	6	7	72	84	36	89	17	71	7	5	6	6	3	4	3	2	3	5	3	50.0	6	2
U2845	1	61	1	0	0	0	3	6	7	6	7	5	7	6	6	2	7	1	6	1	1	7	1	7	1	6	7	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	1	1	7	6	4	4	4	4	4	4	4	4	4	6	7	6	7	6	7	20	48	0	29	0	100	9	6	7	7	6	4	1	3	7	1	1	0.0	1	1
U2847	1	61	1	0	0	0	1	3	3	4	4	4	4	4	4	3	4	4	3	5	1	7	1	7	5	5	7	1	7	7	7	1	5	1	6	1	5	1	4	1	1	1	1	1	1	1	2	4	1	2	1	1	2	5	3	4	4	4	5	1	4	1	4	4	1	4	1	4	7	0	0	0	0	0	100	9	4	4	4	4	4	4	4	4	1	1	0.0	5	5
U252	1	23	3	0	0	0	0	5	6	6	4	6	5	4	5	5	5	3	6	1	3	3	4	4	5	3	5	3	3	5	2	5	3	2	2	2	1	1	1	3	5	5	3	5	1	3	4	5	2	4	1	6	2	1	1	1	5	5	4	1	1	3	2	3	4	3	5	4	5	56	56	76	76	38	0	6	4	5	5	3	2	4	3	3	6	5	0.0	5	3
U2850	0	56	1	0	0	0	0	4	7	4	4	3	5	4	6	6	6	4	6	1	1	7	1	7	2	6	6	2	6	1	6	2	5	6	2	1	2	1	1	3	1	1	1	1	1	1	1	6	5	2	1	1	1	6	1	1	1	1	2	1	1	1	1	5	4	4	7	6	7	56	10	0	16	0	100	7	4	6	6	2	3	4	3	4	1	1	0.0	1	1
U2853	1	62	3	0	0	0	2	6	6	6	5	6	4	7	6	1	2	2	7	1	1	6	3	7	4	4	6	1	6	2	6	2	3	3	4	2	3	2	3	4	3	2	3	2	2	2	2	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	6	6	7	7	7	41	21	0	0	88	100	7	6	6	6	4	5	7	6	6	5	1	0.0	6	5
U2858	0	32	2	0	0	0	1	5	7	5	3	7	6	5	7	4	4	4	4	4	3	6	4	4	2	7	6	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	7	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	27	55	77	0	27	0	6	7	7	7	5	5	5	5	7	4	1	0.0	4	4
U2859	1	21	3	0	0	3	4	6	7	7	5	6	5	7	7	5	5	2	7	2	5	5	5	1	2	3	5	2	5	2	2	2	1	2	1	5	1	1	1	5	5	5	3	5	5	1	6	2	7	1	1	7	1	6	5	5	2	3	5	2	2	2	5	7	7	4	7	7	7	81	82	69	58	69	76	3	5	7	7	7	6	5	6	5	5	6	0.0	7	7
U2861	1	18	3	0	0	0	3	4	6	5	5	4	3	5	4	6	2	4	6	3	2	6	4	5	5	5	4	3	3	3	5	3	3	4	2	5	2	1	2	5	5	3	3	4	3	4	1	5	3	1	1	1	1	1	1	4	3	1	4	4	4	4	3	4	4	4	6	4	6	50	50	54	32	31	30	6	3	2	2	1	1	2	1	2	5	4	10.0	1	1
U253	1	23	3	0	0	0	2	5	7	5	6	2	4	7	5	7	1	5	5	2	4	1	7	1	4	4	1	1	1	7	1	7	2	3	2	2	2	2	2	4	3	4	4	3	3	4	1	4	1	1	1	1	5	4	1	1	1	1	1	1	1	1	1	4	4	4	5	4	5	55	56	68	41	40	0	6	1	1	1	1	1	1	1	1	7	1	20.0	6	1
U2863	1	66	2	0	0	0	3	4	7	6	6	7	4	6	7	6	3	4	6	1	3	1	7	1	6	1	3	4	2	3	1	7	3	2	1	3	1	1	1	1	7	5	3	4	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	2	1	2	5	5	5	3	5	5	5	79	80	77	66	13	0	6	1	2	2	1	1	1	1	1	7	7	50.0	1	1
U2864	0	35	2	0	0	0	1	4	5	4	2	3	4	3	5	5	4	3	4	1	1	7	1	7	3	4	7	5	7	1	7	1	3	4	3	1	2	1	1	4	3	1	1	1	1	1	1	4	5	5	1	2	1	5	1	2	7	1	1	1	5	3	1	5	4	3	4	4	3	47	52	18	36	45	87	8	6	6	6	5	7	7	6	6	3	1	0.0	5	3
U2867	1	61	1	0	0	2	0	7	7	7	7	7	7	7	7	1	6	1	7	2	6	2	7	1	2	6	1	4	1	7	3	7	1	1	1	2	1	1	1	4	6	7	4	7	7	5	1	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	7	7	7	7	7	0	0	100	0	0	0	1	6	6	5	6	2	4	4	5	6	3	10.0	4	6
U2868	1	24	1	0	0	0	1	6	7	5	5	7	6	7	7	5	4	2	4	2	1	7	4	4	3	4	6	1	4	4	5	4	1	5	4	3	5	5	4	4	4	2	3	3	2	4	2	3	6	1	1	5	3	5	4	4	3	3	3	2	4	4	2	4	4	1	6	5	7	57	55	8	46	43	54	6	6	6	7	5	4	4	4	4	1	3	0.0	5	4
U2869	0	51	2	0	0	0	0	1	6	1	1	4	1	4	5	7	1	6	1	2	5	3	6	3	4	3	3	5	3	5	3	6	1	5	1	4	1	1	1	6	5	5	4	2	3	5	2	6	5	1	1	1	2	1	1	1	5	1	1	1	1	1	1	6	6	6	7	7	7	0	76	100	0	67	0	3	6	7	7	2	5	2	2	2	6	1	20.0	1	5
U2870	1	39	3	1	1	3	2	4	7	3	4	5	4	7	7	6	3	3	4	1	2	6	3	5	4	4	5	2	3	2	5	5	1	4	2	2	5	1	2	2	2	1	1	1	1	5	6	6	7	2	1	1	1	3	1	1	2	1	3	2	1	1	3	5	4	3	6	5	4	39	60	90	40	31	38	5	2	4	3	3	2	1	2	2	3	2	1.0	1	1
U2871	0	39	2	0	0	0	2	4	6	2	2	4	5	1	5	6	7	5	7	2	1	7	1	7	1	7	7	1	7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	7	5	7	0	0	0	0	0	5	6	1	1	1	1	1	1	1	1	1	1	0.0	1	1
U2873	1	24	2	0	0	0	6	5	5	4	4	6	4	5	4	4	3	5	7	1	3	5	3	4	3	4	4	3	4	4	3	3	4	4	3	3	2	2	3	4	5	2	3	3	3	4	2	4	5	3	1	2	3	4	4	3	5	3	4	4	3	3	4	6	4	5	5	4	5	41	46	54	48	51	23	5	5	4	5	2	4	3	2	3	5	3	25.0	5	2
U2876	1	68	2	0	0	0	0	4	7	7	4	4	4	4	6	1	6	2	6	1	1	7	1	7	2	5	3	1	7	2	5	2	4	3	6	5	1	6	1	4	4	1	5	5	5	3	7	7	6	1	1	1	1	2	5	6	1	1	1	1	1	1	1	5	4	6	5	5	7	61	0	0	50	2	57	7	7	7	7	7	4	6	7	7	5	5	0.0	1	6
U254	1	30	4	0	0	2	1	6	5	5	4	7	2	4	6	4	2	3	3	1	2	6	3	3	4	4	4	2	7	1	6	2	1	5	2	2	1	1	1	1	4	4	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	5	1	6	2	4	7	7	7	22	10	3	5	31	74	6	1	2	1	1	1	1	1	1	1	4	0.0	2	6
U2878	1	31	1	0	0	0	1	4	5	2	2	6	2	2	5	7	1	6	2	1	1	5	3	4	4	5	2	1	1	4	2	7	3	3	1	1	1	5	1	4	4	1	1	1	1	1	6	7	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	6	6	5	5	4	5	5	31	22	6	68	0	3	3	6	6	2	1	2	2	1	1	1	0.0	2	2
U2879	1	63	2	0	0	2	2	4	5	4	3	4	1	5	5	4	1	1	7	1	1	5	1	3	1	3	5	3	3	4	2	5	1	2	1	1	1	1	1	3	3	3	1	2	1	1	7	7	7	7	1	2	1	1	1	4	1	6	1	1	1	1	1	6	7	6	4	4	4	1	0	0	0	0	50	6	1	4	3	1	1	1	1	1	7	4	5.0	2	2
U2882	1	54	1	0	0	0	1	7	7	7	4	7	4	1	7	4	4	1	7	4	1	7	7	7	4	7	4	4	4	5	1	7	1	2	1	7	1	1	1	4	7	4	4	6	4	4	1	1	4	1	1	1	1	1	4	1	1	1	1	1	1	1	4	6	6	4	7	4	4	37	38	100	33	31	0	6	1	4	4	1	1	3	5	4	7	4	1.0	1	1
U2883	1	66	1	0	0	0	1	4	4	4	1	5	1	4	1	7	3	4	1	3	4	2	4	3	3	5	3	5	4	5	6	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	100	0	0	0	0	0	6	7	7	7	7	4	2	3	2	1	1	0.0	1	1
U2885	0	50	3	0	0	0	6	4	6	5	5	4	4	5	6	2	4	1	6	4	6	2	7	2	5	2	4	7	1	7	1	7	1	1	1	2	1	1	1	5	6	5	4	5	2	3	3	7	6	1	1	1	1	1	1	6	4	3	1	3	4	4	5	5	4	5	4	4	5	16	68	73	20	68	0	5	7	7	7	4	4	7	6	6	7	7	0.0	5	3
U2886	0	46	3	0	0	0	1	5	5	4	3	5	4	2	5	7	2	6	3	2	2	4	2	5	4	2	5	5	2	5	2	5	2	2	1	3	1	1	1	5	3	3	4	4	3	1	4	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	4	5	3	3	56	75	68	47	19	0	5	6	6	6	5	5	2	3	3	2	1	0.0	5	4
U2887	1	65	1	0	0	2	1	6	6	6	4	6	1	5	6	6	1	2	6	2	3	4	1	2	5	2	2	6	1	5	2	6	1	4	1	5	1	1	1	5	6	5	4	4	4	4	7	7	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	5	6	5	6	87	10	87	10	0	0	5	1	5	4	3	1	1	1	1	6	1	0.0	1	3
U2893	1	51	3	0	0	0	3	5	6	4	4	6	3	5	5	4	4	2	6	2	2	6	4	4	4	4	6	2	4	4	5	3	3	3	1	1	1	1	1	3	5	1	1	1	1	1	7	6	7	1	1	1	1	1	1	1	7	1	1	1	2	1	1	5	4	6	6	7	7	0	15	3	21	32	31	2	6	7	6	6	3	2	3	2	6	2	0.0	6	4
U2894	0	67	1	0	0	0	1	4	7	5	4	4	5	4	5	2	6	1	6	1	7	1	6	1	6	3	1	6	1	6	1	7	1	1	1	2	1	1	1	3	5	3	4	3	4	1	5	4	4	1	1	1	1	1	1	1	3	1	2	1	1	1	2	5	5	6	6	5	7	31	16	95	71	13	0	6	5	5	4	4	3	3	3	3	5	5	20.0	7	7
U2895	1	66	1	0	0	0	0	4	4	4	1	1	1	1	2	4	4	4	2	5	1	5	1	2	4	1	1	1	1	1	1	7	1	1	1	1	1	1	1	3	3	2	3	1	1	1	5	7	7	4	1	1	1	1	4	1	1	1	1	1	1	1	1	6	6	6	4	6	6	11	37	0	0	91	0	1	6	4	6	6	1	4	4	4	3	1	0.0	2	7
U2896	0	37	3	0	0	0	2	6	5	6	4	7	2	3	4	1	2	3	4	2	3	5	2	5	4	4	4	4	2	3	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	4	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	4	7	6	6	91	0	0	50	0	0	6	6	5	5	5	5	3	3	2	1	1	0.0	7	1
U2897	0	67	3	0	0	0	0	4	4	3	3	3	4	4	4	5	4	3	4	4	5	2	5	2	5	2	3	5	3	4	2	5	2	3	2	2	2	2	2	4	4	3	3	3	3	3	2	2	7	1	1	1	1	1	1	2	5	4	2	4	4	3	2	2	3	3	3	3	1	31	71	82	30	70	0	4	4	6	6	2	4	4	5	5	2	2	10.0	1	3
U2898	1	71	2	0	0	0	1	5	7	6	4	5	4	5	6	7	1	1	6	3	4	4	4	4	4	4	1	4	4	5	4	4	4	4	1	3	4	1	1	4	4	4	4	4	4	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	7	5	5	29	69	77	60	48	0	6	1	3	4	2	1	2	1	1	3	1	0.0	1	2
U2899	1	53	2	0	0	3	3	4	5	3	3	4	4	4	4	4	5	6	6	2	4	2	4	3	4	2	2	3	2	3	2	4	1	1	1	1	1	1	1	6	4	4	4	4	4	4	2	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	3	4	4	4	73	74	66	32	0	0	6	4	4	4	2	2	4	4	4	6	2	200.0	2	2
U2901	0	36	2	0	0	0	1	2	6	6	6	4	4	2	6	4	2	4	6	1	1	7	2	1	1	7	5	1	5	3	5	2	7	7	5	2	4	4	1	3	2	1	1	2	1	2	3	3	5	6	1	3	4	6	4	1	4	1	2	1	1	1	1	3	6	3	7	6	7	93	0	0	0	0	92	6	5	6	5	4	2	2	2	3	3	2	0.0	1	1
U2902	1	50	3	0	0	0	5	6	6	6	6	6	4	4	6	2	6	2	6	2	3	3	5	2	5	2	2	2	2	5	2	6	1	1	1	6	1	1	1	6	6	5	5	6	2	6	3	6	6	2	1	1	1	1	3	1	1	2	1	1	1	3	1	4	4	4	4	4	4	77	69	68	66	44	0	6	5	6	6	5	4	5	4	6	7	5	0.0	4	2
U256	1	64	4	0	0	0	3	5	6	6	5	5	4	5	5	2	4	2	6	1	1	6	1	6	3	4	6	2	6	5	4	2	4	5	2	3	3	2	2	3	4	2	2	3	2	2	6	6	6	2	1	1	1	1	3	1	5	5	1	1	1	1	1	3	4	5	3	5	6	64	57	38	30	66	2	3	5	5	6	6	5	6	5	4	3	3	30.0	6	3
U2903	1	59	2	0	0	0	1	6	6	6	6	6	6	4	6	2	6	6	4	2	1	7	1	4	4	4	4	2	4	4	1	6	4	2	4	4	1	4	1	4	4	2	4	4	4	4	4	6	6	5	2	2	2	6	6	4	4	4	3	3	4	3	4	4	6	4	4	6	6	18	18	72	72	0	0	6	6	6	6	5	5	4	4	5	6	1	0.0	6	6
U2907	0	53	1	0	0	0	6	6	6	7	6	7	5	5	5	2	4	4	7	3	2	4	5	5	7	7	7	7	7	4	7	1	5	3	5	1	1	1	1	4	4	1	1	1	2	1	7	7	5	1	1	1	1	1	1	1	1	1	1	2	1	1	1	7	7	7	7	7	7	69	65	0	78	77	55	7	5	4	4	4	2	2	2	4	4	3	0.0	2	4
U2908	0	57	2	0	0	0	0	1	1	1	1	1	1	1	1	5	3	4	5	5	1	7	1	7	1	7	7	4	7	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	7	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	7	7	7	7	7	7	61	53	0	40	0	0	9	7	7	7	7	7	7	7	7	1	1	0.0	1	1
U2910	1	38	3	0	0	0	6	7	6	7	4	6	4	6	6	3	6	1	6	1	4	3	3	1	5	1	4	3	2	3	2	6	1	1	1	4	1	1	1	5	6	2	4	5	1	4	1	2	2	1	1	1	1	1	1	1	4	2	1	4	2	2	4	4	4	5	6	6	6	55	55	56	55	44	0	6	2	4	5	1	1	2	2	4	7	7	100.0	5	4
U2914	0	60	1	0	0	0	2	5	5	5	3	6	2	4	5	4	6	2	6	2	2	4	2	5	4	3	3	4	4	4	2	5	1	1	1	1	1	1	1	4	1	1	1	1	1	1	2	5	2	1	1	1	2	1	7	1	1	1	1	1	1	1	1	4	2	4	6	6	6	36	52	72	54	30	0	2	6	7	7	7	4	3	3	4	5	1	0.0	1	1
U2915	1	49	4	0	0	0	3	5	5	4	2	6	3	4	4	6	6	2	4	2	3	5	3	4	4	2	2	3	3	3	3	3	2	2	2	1	1	1	1	4	4	2	1	2	1	2	6	6	5	1	1	1	1	1	1	3	2	2	1	5	2	2	2	5	5	5	5	5	5	75	43	56	38	9	9	6	6	6	6	6	4	5	4	5	5	4	25.0	5	2
U2916	1	42	2	0	0	0	2	4	5	5	5	4	4	4	5	3	2	3	2	2	2	6	2	6	2	5	6	1	4	2	6	4	3	4	4	4	4	4	4	4	4	4	4	4	4	3	2	3	3	2	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	31	31	15	16	37	38	6	1	2	2	1	1	1	1	2	3	2	0.0	4	4
U257	1	45	3	2	1	3	0	6	7	6	7	7	6	7	7	1	3	1	3	5	7	1	7	2	7	1	1	6	1	7	1	7	1	1	1	4	1	1	1	6	6	7	6	6	4	4	6	1	6	2	2	1	1	2	2	5	6	5	3	4	6	2	4	5	5	6	6	6	5	11	50	67	32	69	0	2	6	5	6	5	5	6	6	7	4	6	0.0	5	7
U2917	3	18	2	3	0	0	6	5	7	6	6	7	5	7	7	5	4	4	7	2	4	3	6	5	4	4	3	2	3	4	3	4	2	2	1	2	2	1	1	4	5	6	5	3	4	5	5	5	5	1	1	3	4	4	5	2	3	3	5	1	4	2	5	4	2	5	3	5	6	31	63	9	55	3	0	6	3	4	6	3	2	3	3	4	3	3	90.0	3	4
U2918	0	20	3	1	0	2	2	7	7	7	6	6	4	6	7	2	2	1	7	1	5	2	7	4	6	4	7	5	3	6	4	5	2	2	5	1	2	1	4	6	5	6	6	6	4	4	5	7	3	7	6	6	7	6	7	7	6	7	7	6	7	7	7	5	3	7	6	6	6	77	69	67	96	37	50	9	7	7	7	7	7	4	5	7	6	5	100.0	5	6
U2919	0	40	4	1	1	0	3	5	7	5	4	4	6	5	5	2	6	2	5	1	2	6	4	7	1	5	5	1	5	2	4	4	3	4	3	1	1	1	1	6	4	1	2	1	1	2	6	7	6	3	3	2	2	1	2	2	1	1	1	2	1	2	1	2	3	5	7	6	6	53	31	72	0	33	0	5	6	7	7	6	6	6	5	6	5	3	50.0	2	2
U2922	1	45	3	0	0	0	0	5	6	6	6	6	4	5	5	2	6	4	6	2	3	4	4	4	4	4	4	3	4	4	3	4	4	5	2	4	4	2	1	4	5	4	4	4	4	5	1	5	6	2	1	1	1	2	1	1	1	1	1	1	1	1	1	6	6	6	6	6	6	69	0	0	0	100	49	4	3	4	4	3	1	3	1	2	4	2	20.0	1	1
U2923	1	32	4	1	0	2	0	5	7	7	6	6	4	5	6	1	6	1	6	2	5	2	7	1	4	2	3	6	1	5	2	6	5	4	1	6	1	1	1	6	6	5	4	5	4	6	4	2	6	4	1	7	5	4	1	6	7	7	7	5	7	6	6	4	4	6	5	5	6	18	64	73	35	59	0	3	7	7	7	6	4	6	4	5	7	5	20.0	7	7
U2924	0	41	4	0	0	0	3	3	4	5	4	5	2	5	5	4	3	5	4	5	4	5	4	5	3	5	2	3	6	4	5	5	4	4	3	5	3	5	4	4	5	4	5	2	4	5	5	4	6	3	3	4	5	4	4	5	4	4	5	3	4	5	5	3	5	5	5	4	2	37	31	31	67	38	66	10	4	3	5	3	4	4	5	4	2	3	1.0	3	4
U2926	1	18	2	1	1	3	6	7	7	7	6	7	3	6	7	7	3	1	6	1	5	1	7	3	6	3	4	6	1	7	3	7	5	1	1	1	1	1	1	3	5	5	5	4	3	2	1	2	2	1	1	5	2	6	7	1	3	1	1	1	1	1	1	7	6	4	5	7	4	57	50	77	40	57	0	4	2	3	2	2	1	1	1	1	6	2	30.0	7	7
U2930	1	59	3	0	0	0	3	3	4	3	2	2	2	2	7	1	5	1	1	1	3	4	1	7	1	7	7	7	7	1	6	1	6	1	4	1	7	1	2	1	1	1	1	1	1	1	1	7	7	5	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	100	30	13	100	0	0	7	6	6	7	4	5	2	2	3	7	1	0.0	7	1
U258	1	23	3	0	0	0	0	6	7	7	5	6	5	6	5	7	6	2	5	2	3	5	6	2	5	3	2	2	2	5	3	5	2	4	1	5	1	1	1	6	6	3	4	4	5	5	2	5	1	2	1	1	1	5	3	5	2	2	3	2	2	1	2	6	7	6	7	7	7	28	56	61	60	71	0	4	4	5	6	1	3	4	4	5	6	6	0.0	5	3
U2933	1	62	1	0	0	0	1	5	3	6	6	5	5	6	6	3	3	3	6	3	4	4	3	5	4	3	5	4	4	4	3	5	4	4	5	4	4	6	2	4	3	3	3	4	3	5	2	7	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	4	5	4	4	5	4	50	53	57	43	44	1	6	6	7	7	4	4	4	4	4	5	4	5.0	1	2
U2934	0	27	1	0	0	0	2	4	4	6	2	2	3	3	2	3	3	4	2	2	5	2	4	2	2	4	7	6	4	2	4	6	5	2	6	3	7	2	2	7	7	7	2	3	3	2	6	4	4	6	1	1	4	5	2	6	4	4	5	7	7	2	2	7	4	5	1	6	6	33	36	0	100	0	55	10	3	2	2	4	3	2	2	4	3	2	11.0	2	3
U2935	1	54	2	0	0	0	0	6	6	6	6	4	5	5	6	5	3	3	5	3	2	4	3	4	5	3	3	3	5	4	4	4	1	2	1	3	1	1	1	6	6	3	1	4	1	2	5	7	7	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1	2	2	2	1	2	56	61	89	53	44	3	6	6	6	6	5	4	4	3	6	7	4	100.0	5	1
U2936	0	42	3	0	0	0	3	5	5	5	4	5	5	3	4	5	6	4	5	4	3	5	3	4	2	3	5	2	5	2	5	4	1	4	1	4	1	1	1	4	4	3	1	2	1	4	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	5	5	3	6	3	55	55	58	55	50	0	7	5	5	5	5	5	3	4	4	5	1	0.0	4	1
U2937	0	67	1	0	0	0	1	4	7	4	1	1	4	1	7	3	4	6	4	7	1	7	1	7	4	4	7	1	4	1	4	4	1	4	1	4	1	1	1	4	4	7	6	4	6	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	1	7	7	7	73	73	28	28	6	4	6	1	1	1	1	1	1	1	1	7	4	0.0	1	1
U2938	1	58	2	0	0	0	0	6	7	7	6	6	6	6	7	3	4	2	7	1	5	4	6	4	6	2	2	6	2	6	1	7	4	6	1	4	1	1	1	6	6	5	2	6	5	5	5	7	1	1	1	1	1	1	1	3	5	5	4	6	3	4	6	5	5	5	5	5	4	3	98	98	5	8	8	6	4	6	7	6	1	4	4	6	7	7	50.0	5	5
U2939	0	40	3	2	1	3	2	6	6	6	4	5	4	6	6	3	5	3	5	2	1	7	1	7	1	6	5	1	7	2	7	1	4	3	4	2	4	2	2	3	3	1	2	2	1	2	5	5	4	4	1	1	2	4	2	7	7	7	4	2	7	3	4	6	4	4	6	6	6	33	14	2	54	54	70	7	6	5	6	5	6	5	5	5	6	4	50.0	1	2
U2941	0	51	3	0	0	0	2	5	7	5	5	3	4	4	6	7	4	3	2	2	4	4	3	4	4	6	6	2	5	4	6	2	2	6	2	1	4	1	1	5	4	1	1	3	1	1	2	7	6	2	1	2	1	1	2	3	3	4	4	2	1	2	1	7	3	7	3	7	6	38	54	69	6	54	5	4	6	7	7	3	6	3	3	4	4	1	0.0	2	2
U2942	1	69	2	0	0	0	2	5	7	5	3	7	4	4	6	3	4	4	6	2	2	6	4	7	3	4	2	3	3	4	5	2	3	5	1	1	1	1	1	5	5	1	1	2	1	1	7	7	1	3	1	1	5	1	1	4	4	2	2	3	2	2	1	5	5	5	7	6	4	76	57	53	69	0	0	6	6	6	4	5	2	2	5	6	7	1	100.0	1	1
U259	1	18	3	0	0	0	6	6	6	6	5	5	5	5	6	6	5	3	6	3	4	4	4	2	5	3	3	4	3	5	3	5	1	2	1	2	1	1	1	4	5	5	4	4	3	3	2	4	1	1	1	1	1	5	1	1	5	2	3	2	2	2	2	5	4	5	4	5	4	35	45	51	49	51	11	4	3	4	4	1	4	2	1	2	5	4	10.0	2	1
U2943	0	56	2	0	0	0	2	4	5	4	4	4	4	4	4	4	4	4	4	4	1	4	1	2	2	4	4	1	4	1	4	4	1	5	1	1	1	1	1	1	3	1	1	1	1	1	3	5	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	2	5	5	5	0	0	0	0	0	0	6	4	2	5	3	3	2	2	2	4	2	0.0	2	2
U2944	0	57	3	0	0	0	2	5	6	6	5	4	4	5	7	1	7	2	6	2	1	7	1	7	4	5	6	1	6	2	6	1	1	3	1	1	1	1	1	2	2	1	1	1	1	1	3	2	3	2	3	2	5	6	5	3	1	4	1	1	1	1	1	5	6	6	6	6	7	21	0	0	0	0	91	10	5	5	6	4	4	4	4	6	3	1	0.0	6	3
