uid	Gender	Age	Qualification	Nationality	BornIn	ParentsBornIn	Income	EMP1	EMP2	EMP3	EMP4	EMP5	EMP6	EMP7	EMP8	BIG1	BIG2	BIG3	BIG4	BIG5	IPO1	IPO2	IPO3	IPO4	IPO5	IPO6	IPO7	IPO8	IPO9	IPO10	IPO11	IPO12	EMO1	EMO2	EMO3	EMO4	EMO5	EMO6	EMO7	EMO8	EMO9	EMO10	EMO11	EMO12	EMO13	EMO14	MED1	MED2	MED3	MED4	MED5	MED6	MED7	MED8	MED9	PPA1	PPA2	PPA3	PPA4	PPA5	PPA6	PPA7	PPA8	PPO1	PPO2	PPO3	PPO4	PPO5	PPO6	CDU	SPD	GRU	FDP	LIN	AFD	POL1	POL2	POL3	POL4	POL5	POL6	POL7	POL8	POL9	PRO1	PRO2	PRO3	PRO4	PRO5
U5823	0	56	2	0	0	0	1	4	2	2	2	2	5	1	3	5	3	6	3	6	1	7	1	6	4	3	5	1	7	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	4	4	4	5	5	4	100	0	16	13	100	96	5	2	2	4	4	3	1	1	3	1	1	0.0	1	2
U5824	3	26	6	0	0	4	6	7	7	7	1	4	2	7	7	7	1	2	2	6	5	2	1	1	6	1	3	1	1	5	1	7	1	1	1	6	1	1	1	7	7	5	5	4	4	1	3	3	1	1	5	7	1	4	1	1	1	1	1	1	1	1	1	4	4	4	6	4	3	0	34	62	62	15	0	6	2	3	3	5	1	1	1	2	7	7	100.0	7	4
U5825	1	62	2	0	0	0	0	3	4	4	3	4	3	3	3	5	4	3	5	3	4	3	4	3	4	3	3	3	2	4	2	4	1	1	1	1	1	1	1	3	3	2	3	4	2	1	4	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	3	4	3	4	68	56	46	54	37	0	5	4	5	4	3	3	4	3	4	4	3	20.0	1	3
U5830	1	40	2	0	0	0	2	2	3	3	2	3	3	1	5	6	3	5	3	2	2	6	4	2	5	4	4	4	3	3	5	3	3	5	3	2	2	2	1	3	2	3	2	3	2	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	4	4	4	54	41	0	0	0	0	8	1	1	1	1	1	1	1	1	3	1	10.0	3	1
U532	1	49	1	0	0	0	0	6	7	5	4	6	5	5	6	5	4	4	4	1	6	7	2	5	3	3	6	2	4	3	4	4	3	5	1	1	1	1	1	2	4	1	1	1	1	3	6	6	6	1	1	1	1	1	1	1	5	1	1	1	1	1	1	4	6	4	5	5	4	0	7	0	36	37	40	6	3	3	4	3	3	3	3	3	1	1	0.0	7	3
U5833	0	49	1	0	0	0	1	7	7	7	5	6	5	7	7	6	2	2	7	2	2	7	2	7	2	6	6	3	6	3	6	6	5	7	2	1	2	1	1	2	2	2	1	1	2	2	7	6	7	3	1	1	1	2	1	6	1	1	1	1	1	1	1	5	7	6	7	7	7	70	100	99	72	58	0	4	5	7	7	6	2	6	6	5	7	1	50.0	7	1
U5836	0	61	2	0	0	0	3	5	6	5	3	5	5	5	4	3	6	2	6	2	4	1	5	3	4	4	4	5	2	6	5	2	3	1	1	2	1	1	1	4	4	3	3	1	1	1	4	6	6	1	1	1	1	1	1	4	2	1	1	4	1	1	1	2	4	4	5	3	5	56	100	57	62	45	0	6	7	7	7	6	5	6	4	6	7	7	0.0	3	1
U5841	1	53	4	1	0	3	5	6	6	6	1	5	4	4	2	3	6	4	6	4	1	7	1	7	1	2	6	3	1	4	2	6	6	5	1	1	2	1	1	4	5	1	1	1	1	1	4	7	4	6	1	5	6	6	4	6	1	1	1	1	1	1	1	7	6	7	7	7	7	3	0	4	23	98	4	1	5	6	5	4	5	1	2	2	1	1	0.0	7	7
U5842	0	32	2	0	0	0	3	6	7	7	3	6	4	5	7	2	3	4	3	2	5	4	5	2	3	5	2	1	3	3	6	2	4	2	2	7	3	1	1	6	6	5	4	2	2	4	6	7	6	3	5	2	1	1	1	6	6	1	6	1	1	1	1	1	1	7	5	2	6	18	62	18	0	95	0	2	4	6	6	6	4	6	6	6	7	1	50.0	7	5
U5843	1	58	2	0	0	0	6	6	6	7	7	6	6	5	5	2	6	2	6	2	5	2	7	1	5	3	3	5	2	7	7	7	1	1	1	1	1	2	1	5	7	5	6	6	6	5	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	6	6	5	6	5	5	95	61	61	77	63	0	6	4	4	7	4	4	7	7	7	6	4	0.0	6	6
U5844	1	65	2	0	0	0	1	7	7	7	4	6	5	6	7	1	1	7	7	1	1	7	3	7	1	3	1	1	7	1	7	1	7	1	3	7	3	1	1	3	1	1	1	1	1	7	2	7	7	5	1	1	1	5	3	4	7	7	7	1	7	5	1	5	5	6	7	7	7	50	4	0	0	50	100	8	7	7	7	7	5	7	7	7	1	1	0.0	7	7
U5845	1	55	1	0	0	0	1	4	4	4	3	1	2	4	3	6	1	4	2	2	2	4	2	3	4	5	4	2	4	4	3	5	2	5	4	5	4	2	1	5	4	1	2	4	1	2	6	7	7	3	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	3	6	5	5	52	50	50	50	50	50	6	2	3	2	1	1	2	2	2	5	2	0.0	7	1
U534	1	56	4	0	0	0	2	6	6	6	2	6	4	3	5	7	2	4	1	4	4	4	4	5	5	4	5	4	4	4	4	4	1	4	1	4	1	1	1	4	4	2	1	4	2	1	7	5	6	1	6	1	1	1	4	1	1	1	1	1	1	1	1	5	5	5	5	5	5	1	50	92	0	50	0	2	4	6	6	6	4	1	2	4	6	5	0.0	2	2
U5848	0	50	2	1	1	3	2	5	7	5	6	5	6	3	5	3	2	2	6	2	2	4	2	6	4	2	1	4	1	7	2	2	2	5	1	5	2	2	2	5	6	3	4	5	4	5	6	7	2	6	4	6	3	4	3	4	5	5	5	4	6	5	5	5	4	6	6	6	7	58	89	50	59	81	0	5	6	6	6	7	6	7	6	6	6	6	100.0	6	4
U5850	0	68	2	0	0	0	4	4	7	6	6	6	3	5	7	4	3	3	2	2	6	1	7	1	6	1	1	7	1	7	1	7	1	1	1	4	1	1	1	6	6	5	4	7	4	5	6	7	6	2	2	2	4	4	1	4	4	4	7	6	5	4	6	5	6	6	7	7	7	4	44	87	0	58	0	3	6	7	7	6	5	7	7	7	7	7	100.0	1	6
U5852	0	37	2	0	0	0	3	5	7	7	6	4	6	6	6	2	7	3	7	1	1	7	4	6	3	7	7	5	6	2	4	2	5	1	2	2	1	2	1	5	2	2	1	1	1	1	3	2	5	2	6	2	3	1	2	4	2	2	3	4	5	4	2	7	7	7	7	7	7	88	64	80	50	21	0	3	4	6	6	5	5	6	6	7	7	2	100.0	6	1
U5855	0	66	2	0	0	0	1	4	7	6	5	4	4	6	5	6	3	3	3	2	3	2	5	2	6	2	3	6	3	6	1	7	1	2	1	5	1	1	1	4	6	6	3	4	2	3	4	6	6	3	2	2	4	3	2	2	2	2	4	1	1	1	5	6	5	7	7	6	6	65	83	60	32	27	0	5	6	7	7	6	4	4	4	4	7	7	0.0	2	2
U5857	1	42	3	0	0	0	3	6	6	6	5	6	5	5	5	4	4	3	5	2	1	6	4	6	2	5	6	2	6	4	2	6	1	6	1	3	1	1	1	4	4	1	1	4	1	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	6	6	6	78	0	0	0	23	0	6	6	6	6	4	4	3	3	3	6	4	0.0	4	5
U54	1	49	4	0	0	0	3	4	6	6	3	6	4	4	5	6	6	2	6	1	1	7	2	7	4	5	5	3	6	1	6	3	5	4	4	2	4	4	1	4	4	1	2	3	1	1	5	4	6	6	1	1	1	1	5	4	4	3	2	2	4	5	3	5	5	6	6	6	6	50	32	0	69	0	69	7	7	7	7	7	5	6	7	7	4	3	0.0	2	2
U5859	1	18	3	0	0	0	1	6	7	5	6	7	3	6	6	5	2	2	6	6	4	2	4	4	6	2	2	6	1	5	3	5	2	2	1	6	1	1	1	6	7	5	6	3	4	6	6	5	3	2	2	6	4	4	5	3	6	2	6	5	5	3	5	5	2	5	3	4	5	70	82	76	43	33	6	5	4	3	6	3	2	5	5	4	7	6	500.0	5	6
U5860	1	20	3	0	0	0	5	5	7	7	5	7	7	7	7	2	5	1	5	2	6	6	7	2	4	4	2	4	2	5	3	6	1	2	1	1	1	1	5	2	7	4	4	1	4	2	7	7	1	1	1	1	7	7	1	1	1	2	1	2	1	1	2	5	4	5	7	4	4	50	60	91	81	63	0	5	3	4	4	4	1	4	4	4	7	4	0.0	5	7
U5864	1	66	2	0	0	0	4	7	7	5	7	7	5	7	7	6	4	2	6	4	3	3	2	3	3	5	3	5	5	3	3	3	1	4	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	4	1	1	1	6	3	1	7	3	3	4	1	3	7	7	7	7	7	7	61	44	93	0	0	0	6	6	7	7	7	5	4	5	4	7	4	50.0	1	1
U5868	0	22	2	0	0	0	0	5	6	4	4	5	3	5	5	6	4	2	3	4	3	4	4	2	5	3	4	5	2	5	4	6	1	1	1	2	1	2	1	3	5	2	4	2	4	2	2	4	2	2	5	3	1	3	2	2	5	2	4	1	3	1	1	5	6	5	6	5	4	14	36	42	36	41	0	6	2	3	3	3	1	2	2	2	5	4	50.0	4	5
U5869	1	23	2	0	0	0	0	6	7	6	4	6	2	4	5	4	2	4	6	2	2	6	5	2	2	6	3	2	4	4	2	6	3	1	1	3	3	1	2	2	5	4	5	4	2	2	3	4	7	2	1	5	1	1	2	1	3	1	3	1	1	1	1	3	4	4	4	2	4	54	54	1	40	0	39	6	1	2	3	2	1	1	2	5	3	2	0.0	4	1
U5874	0	37	1	0	0	0	1	6	7	7	6	6	5	6	7	5	4	3	6	2	5	2	5	2	4	3	2	3	2	4	3	5	2	2	2	5	2	3	2	3	5	4	3	5	3	3	2	4	4	5	5	5	2	4	2	2	2	1	3	1	2	2	4	5	4	5	6	6	7	53	65	42	32	27	0	6	4	6	6	6	3	2	2	2	3	4	0.0	5	4
U5878	1	29	4	0	0	0	1	4	7	6	6	5	4	5	5	5	5	2	6	2	5	1	7	1	6	2	2	6	1	7	1	5	1	1	1	2	1	1	1	2	6	5	1	5	1	1	7	7	4	2	3	2	1	6	1	3	6	2	7	6	7	4	5	2	1	4	5	5	6	40	60	75	12	52	0	3	7	7	7	5	4	6	5	5	5	6	100.0	5	5
U5880	0	31	4	0	0	0	2	4	1	7	7	7	6	7	7	6	7	1	1	1	3	1	6	1	4	3	3	5	2	4	3	7	1	1	1	1	1	1	1	5	5	5	3	6	4	3	2	7	2	4	6	7	1	1	5	5	4	5	4	3	4	3	3	6	3	4	5	4	6	64	40	54	70	38	60	6	7	4	7	5	4	6	5	6	6	5	100.0	5	4
U5883	0	29	4	0	0	0	3	4	7	6	6	4	3	7	6	3	3	3	6	1	6	1	6	1	4	1	1	6	1	6	1	7	1	1	1	4	1	1	1	7	7	5	7	6	4	4	5	1	4	4	4	4	1	5	5	5	6	6	6	6	1	6	4	4	6	5	6	5	3	34	100	100	30	8	0	3	6	6	6	6	6	6	6	6	6	6	50.0	6	6
U5884	0	61	3	0	0	0	2	4	5	4	4	7	2	3	6	6	4	5	3	2	1	7	1	1	2	6	7	2	2	1	6	1	2	5	1	1	1	1	1	1	2	1	1	1	1	1	7	6	2	5	4	1	3	3	2	6	4	3	4	4	5	4	1	7	7	7	7	7	7	54	20	0	0	0	91	8	7	7	7	7	6	7	7	7	1	1	0.0	1	3
U5885	1	54	1	0	0	0	0	4	5	4	4	4	5	5	5	4	4	4	4	4	5	4	4	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	3	4	4	4	5	4	4	4	4	4	4	5	4	4	4	4	4	4	4	3	62	86	72	66	44	56	6	4	5	5	4	5	4	4	5	4	4	0.0	3	4
U5891	0	66	3	0	0	0	2	5	5	5	5	6	4	4	5	2	6	1	7	5	6	2	6	2	5	2	2	6	1	7	1	6	1	1	1	6	1	1	1	5	7	5	5	6	5	4	6	7	6	1	4	1	3	5	3	5	7	5	6	5	6	6	6	4	5	6	5	5	3	11	69	100	5	59	0	2	6	7	7	6	5	6	6	6	6	6	100.0	6	5
U5892	1	37	3	0	0	0	5	6	6	5	2	5	4	2	5	6	4	6	6	1	4	5	6	2	5	5	6	4	1	6	4	7	1	1	1	1	1	1	1	6	3	3	1	1	1	1	7	4	4	6	6	1	1	6	1	1	1	1	7	1	1	1	1	6	6	6	6	4	6	18	88	18	88	18	0	6	7	7	7	7	6	3	3	3	6	1	50.0	7	3
U5894	1	43	4	0	0	0	2	7	7	7	5	5	5	7	7	1	2	1	5	2	6	1	6	1	6	2	2	6	1	7	1	7	1	1	1	1	1	1	1	4	6	5	5	6	4	5	7	6	6	1	1	1	1	1	1	1	6	1	6	2	1	6	3	5	6	5	7	6	6	59	80	79	50	79	0	2	6	7	7	6	5	6	4	6	7	2	100.0	7	7
U5895	1	55	2	0	0	2	1	5	7	6	5	7	4	4	6	6	5	3	4	2	4	4	4	4	3	4	4	6	4	4	4	4	1	2	1	2	1	1	1	2	2	2	2	2	2	1	7	4	4	1	1	1	5	3	7	3	4	2	3	1	1	1	1	5	6	5	6	6	6	56	0	0	27	56	61	5	7	7	7	7	6	5	6	5	3	1	0.0	3	4
U5896	1	47	1	0	0	0	6	5	7	5	5	6	5	5	6	4	3	5	5	2	1	6	2	5	4	4	6	4	4	3	4	4	4	4	3	5	1	1	1	5	5	3	1	5	4	3	7	7	7	7	1	5	5	1	1	1	1	1	4	1	1	1	1	4	4	4	7	7	7	91	40	40	69	0	0	6	5	6	6	6	1	4	4	4	5	2	0.0	4	4
U5897	0	43	3	2	1	3	4	6	6	5	6	5	4	6	7	3	1	3	3	2	6	6	5	7	7	5	5	4	4	7	6	6	2	2	3	4	3	3	3	4	2	1	6	3	3	3	5	7	6	5	2	7	1	4	2	2	5	4	5	6	1	3	3	6	7	5	3	5	4	98	68	57	44	36	0	6	6	5	6	5	6	5	7	7	6	6	0.0	3	5
U5901	1	33	4	2	1	3	1	6	7	5	4	4	5	5	5	3	3	4	5	2	3	5	4	5	1	3	5	2	1	1	7	3	1	5	2	7	3	1	1	6	5	2	2	1	2	2	4	5	1	1	3	1	1	4	7	1	1	2	1	2	1	2	4	3	5	6	5	5	5	64	35	11	58	0	59	7	7	7	7	7	5	6	6	5	5	4	10.0	4	6
U538	0	50	1	0	0	0	3	4	5	4	3	5	4	3	4	5	3	4	5	3	3	5	3	5	4	4	5	3	4	4	4	4	3	4	3	3	2	2	2	3	3	3	3	2	2	3	5	2	2	6	1	1	1	1	1	4	1	4	1	1	1	1	1	5	4	4	5	6	6	8	7	0	6	0	0	6	6	6	5	5	5	5	4	5	3	2	0.0	5	3
U5903	0	29	1	0	0	0	2	5	4	6	2	3	4	5	6	3	6	1	6	2	1	7	1	7	1	6	7	1	7	1	7	1	7	7	7	1	7	7	4	1	1	1	1	1	1	1	2	6	5	3	1	1	4	3	5	6	4	1	5	1	7	1	1	5	5	4	3	6	6	50	57	0	72	18	100	10	5	5	5	4	3	6	5	5	1	1	0.0	3	1
U5905	1	27	3	0	0	0	2	7	7	7	7	7	5	7	7	4	1	1	7	1	7	1	7	1	5	2	1	6	1	7	1	1	4	2	1	7	1	1	1	7	7	7	7	7	7	7	5	6	6	7	1	6	1	4	1	7	7	7	7	5	7	7	7	6	6	6	7	7	7	50	50	67	17	100	0	1	5	5	5	6	5	7	6	5	7	7	100.0	5	7
U5907	0	53	1	0	0	0	2	7	7	7	6	6	5	6	7	5	6	3	6	4	2	6	4	4	4	5	4	3	5	4	4	4	1	4	1	4	1	1	1	4	4	4	4	4	4	4	1	7	4	1	4	5	3	3	3	7	7	7	5	1	4	4	4	7	7	7	7	7	7	0	50	0	0	100	0	1	5	6	6	4	5	4	3	3	6	6	0.0	7	3
U5909	0	22	4	0	0	2	2	6	7	7	7	7	6	7	6	4	3	5	6	1	3	4	5	2	6	1	4	2	3	2	2	3	2	3	5	4	2	1	3	6	6	5	5	5	6	2	3	5	2	6	6	2	1	1	3	7	3	7	6	7	7	6	6	7	1	6	6	7	7	74	69	92	42	66	50	7	5	4	6	6	5	4	3	4	7	5	500.0	4	6
U5910	1	25	3	0	0	3	1	4	7	6	4	4	5	6	4	6	3	4	4	6	5	5	4	7	3	5	3	5	4	4	5	1	4	5	3	4	1	1	2	4	4	5	3	5	4	3	6	5	5	7	5	4	7	7	4	6	6	1	4	1	3	1	1	3	4	4	2	5	3	20	0	0	4	28	87	6	4	6	6	5	1	3	6	5	3	1	5.0	3	6
U5913	0	59	4	0	0	0	1	6	5	5	4	5	5	3	5	5	4	4	6	2	4	3	6	4	6	2	3	4	2	5	2	6	2	2	1	3	1	1	1	6	6	4	4	5	5	5	6	5	2	2	2	1	1	2	6	3	4	2	2	1	2	1	1	3	2	3	3	5	3	42	56	63	46	42	6	5	5	6	5	5	2	4	4	4	6	5	20.0	3	2
U539	0	60	4	0	1	3	2	3	5	4	4	4	4	4	4	5	5	4	5	3	2	6	2	5	4	4	5	3	5	3	6	2	3	4	3	3	3	1	1	3	3	3	2	3	1	1	5	5	2	4	2	2	2	4	4	2	3	4	3	1	3	2	3	3	4	4	5	5	4	77	36	42	60	9	9	6	5	6	6	5	4	5	5	6	4	4	0.0	7	4
U5916	0	40	3	0	0	1	2	6	6	7	6	7	5	5	6	3	4	2	5	2	4	3	5	1	3	2	1	4	1	5	1	6	1	2	1	3	1	1	1	6	6	4	4	4	4	4	7	5	2	4	4	3	2	1	2	5	5	1	5	1	4	4	4	3	4	4	5	5	4	0	85	77	50	66	0	5	3	3	4	5	3	2	1	3	6	4	0.0	3	2
U5921	1	25	3	1	0	2	1	6	6	7	6	7	5	7	5	2	1	1	7	1	5	4	6	7	6	7	6	4	6	5	6	6	7	2	6	4	6	7	6	5	6	4	4	7	5	5	6	7	7	7	6	6	4	7	5	5	6	7	6	6	5	4	5	7	7	6	6	5	6	76	60	99	38	1	0	6	7	7	7	6	6	6	7	7	7	5	55.0	6	3
U5924	0	48	4	0	0	0	4	6	7	6	1	6	6	4	7	4	5	1	7	1	6	1	6	2	3	5	2	6	1	6	4	4	1	1	1	5	1	1	1	6	6	4	4	5	1	1	7	7	7	4	1	1	1	4	1	1	5	1	1	1	1	1	1	5	6	5	5	5	5	15	68	100	0	0	0	4	7	7	7	7	7	4	5	4	6	1	100.0	3	3
U5925	0	53	4	2	1	3	5	1	6	4	5	2	1	4	4	1	3	4	5	2	4	1	4	4	4	2	4	3	1	6	2	7	1	1	4	3	1	1	1	4	4	5	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	7	7	5	7	7	7	0	0	0	0	0	0	6	1	1	1	1	1	1	1	1	7	7	0.0	1	5
U5926	0	51	3	0	0	0	2	6	5	4	5	4	4	4	6	6	3	2	3	4	6	2	5	5	5	4	1	6	2	6	1	6	2	4	1	1	1	2	1	5	5	4	4	5	4	4	6	4	3	2	1	1	1	2	4	4	3	1	5	2	3	2	4	3	2	3	3	3	3	48	51	65	44	45	0	4	7	6	6	6	3	4	4	3	7	6	100.0	6	5
U5928	1	69	3	1	1	3	2	4	5	3	3	4	4	3	5	3	5	2	6	1	1	4	1	7	1	7	7	1	7	4	2	7	2	6	2	2	4	1	4	1	1	1	1	1	1	5	1	4	5	7	7	7	7	7	7	1	7	1	1	1	1	1	1	2	4	6	7	4	7	0	0	0	0	0	100	11	7	7	6	7	6	6	5	7	1	1	0.0	1	2
U5930	1	56	3	0	0	0	6	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	5	5	3	3	5	7	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	68	71	70	70	54	17	6	6	6	4	6	6	4	4	6	2	2	0.0	4	4
U5931	1	60	3	0	0	0	2	6	7	6	6	6	6	5	6	5	6	4	7	3	6	5	6	4	7	5	5	7	4	7	5	5	1	1	1	1	1	1	1	6	6	5	5	6	5	3	5	7	2	6	1	6	7	6	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	50	49	50	50	50	50	6	4	5	5	5	5	5	5	5	6	5	10.0	5	6
U540	1	21	2	0	0	4	6	4	4	4	4	4	4	4	4	3	4	4	5	4	1	7	4	4	4	4	7	1	7	4	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	4	7	1	4	4	4	0	0	0	0	0	0	6	4	4	4	4	2	4	4	4	1	1	0.0	4	4
U5933	0	55	3	0	0	0	1	6	6	6	5	5	4	5	6	3	4	4	4	2	2	5	4	4	4	4	5	4	4	4	5	3	2	3	2	4	2	2	2	4	3	2	2	2	2	2	2	7	5	1	1	1	3	4	2	2	1	2	2	1	1	2	1	2	4	4	5	5	5	40	75	68	62	50	1	5	6	6	6	5	4	6	6	6	5	4	20.0	7	6
U5940	0	70	3	0	0	0	1	5	4	6	5	6	4	5	6	5	7	5	6	2	6	1	7	3	6	2	4	5	6	6	2	7	1	2	1	4	1	1	1	3	7	7	4	6	6	6	6	7	6	1	1	1	1	1	1	1	3	3	1	3	2	1	1	7	6	7	5	6	6	95	69	5	53	0	0	7	7	7	7	5	7	3	4	4	7	6	100.0	1	1
U5947	1	27	4	0	0	0	1	7	7	6	1	6	5	5	7	5	5	5	5	5	4	1	5	1	6	2	1	5	2	6	1	7	1	2	1	6	1	1	1	6	7	7	6	5	6	5	4	7	4	4	1	3	7	1	1	1	1	1	1	1	4	1	1	3	7	3	7	4	3	54	64	71	46	38	0	6	2	4	4	3	1	3	3	4	7	7	500.0	7	4
U541	1	66	3	0	0	3	1	7	7	7	6	7	6	7	7	2	6	1	7	1	7	3	7	4	7	2	2	7	2	7	1	7	1	1	1	1	1	1	1	5	6	6	6	7	4	6	1	7	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	3	5	4	4	5	4	96	96	85	89	5	0	6	5	6	7	5	1	4	5	6	7	6	200.0	1	4
U5952	0	20	3	0	0	0	2	4	5	5	4	4	4	3	4	3	3	6	3	4	4	6	4	4	4	5	4	4	4	4	5	4	3	5	3	2	4	1	2	4	4	2	4	4	2	3	4	5	4	1	3	7	5	4	3	2	2	2	2	2	2	2	2	4	4	3	4	4	4	54	55	23	65	47	0	6	5	5	5	5	5	5	5	5	2	2	0.0	3	3
U5956	0	27	1	0	0	0	0	5	7	4	5	3	5	5	5	6	2	1	5	6	4	5	6	4	5	4	2	4	5	5	3	4	1	3	1	5	1	1	1	4	3	4	3	1	1	1	4	3	5	7	7	7	1	7	5	4	5	1	5	4	5	3	3	6	4	5	7	6	7	26	62	91	41	80	20	5	5	6	5	5	4	4	4	5	7	1	10.0	7	6
U5959	1	48	4	0	0	0	4	6	6	6	5	6	5	6	6	1	5	6	6	2	2	4	5	3	5	2	3	5	3	4	3	4	1	1	1	1	1	1	1	5	6	4	1	4	1	4	7	7	6	5	4	3	5	4	3	1	1	1	1	1	1	1	1	3	4	4	6	5	5	63	81	62	51	34	0	6	6	6	6	6	4	5	5	6	3	2	10.0	1	2
U5960	1	68	1	0	0	0	2	5	5	4	4	5	5	4	4	4	6	3	6	2	2	6	3	5	3	4	6	2	5	3	1	5	1	1	1	3	5	1	1	4	4	1	3	1	1	1	6	6	5	3	1	1	1	1	1	1	3	1	2	3	1	1	2	4	6	2	6	6	4	40	56	26	78	24	11	3	4	5	5	5	3	3	3	4	4	4	0.0	2	2
U5961	1	56	1	0	0	0	1	6	6	6	6	5	2	6	6	2	5	2	6	1	4	4	4	4	4	3	4	4	4	4	5	3	2	4	2	2	2	2	2	6	6	2	2	2	2	2	6	6	7	4	1	1	1	1	1	5	4	4	4	4	4	4	4	5	6	6	6	6	6	40	57	77	40	89	66	3	5	6	5	5	3	5	6	6	5	5	0.0	6	1
U5966	1	55	4	0	0	0	6	4	7	7	5	5	4	4	6	1	6	2	7	2	4	1	4	3	7	1	2	3	1	4	1	7	1	1	1	1	1	1	1	4	6	6	1	6	1	1	6	7	7	1	1	1	1	1	1	6	6	3	1	1	4	1	6	2	2	2	6	5	4	22	62	80	0	0	0	6	7	7	7	6	7	7	6	7	7	7	50.0	7	1
U5969	1	45	3	0	0	0	3	7	6	4	6	6	5	6	7	2	6	2	7	3	3	4	5	4	5	4	4	3	3	6	4	4	1	4	2	4	2	2	1	7	6	4	4	5	4	4	7	7	7	2	1	5	2	4	5	2	2	1	3	3	1	3	2	4	4	5	6	5	5	66	87	77	32	0	0	6	7	7	7	7	6	5	6	6	6	6	50.0	5	3
U542	1	70	1	0	0	0	6	7	7	7	7	6	7	7	7	2	4	2	6	1	1	7	1	7	3	6	7	4	6	4	4	6	1	5	1	1	1	1	1	5	5	1	2	4	1	3	4	7	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	4	6	6	7	65	72	54	57	26	19	6	6	5	7	3	3	5	3	3	7	2	100.0	1	3
U5970	0	22	4	0	0	0	3	7	7	7	7	7	7	6	7	1	7	1	7	1	6	7	7	7	7	7	7	7	6	7	6	7	1	1	7	6	6	6	7	6	6	7	6	6	6	6	6	7	7	7	7	7	6	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	50	86	50	50	50	50	10	7	7	7	7	6	7	7	6	6	7	200.0	7	7
U5971	1	72	3	0	1	3	1	4	7	6	4	6	5	4	7	5	3	5	7	1	6	3	5	3	7	1	1	5	1	6	1	7	1	1	1	5	1	1	1	5	7	4	6	4	1	4	2	7	7	1	1	1	1	2	3	4	7	1	7	6	7	7	7	3	4	4	5	4	2	50	100	100	3	50	0	4	6	7	7	6	4	6	5	5	7	6	100.0	1	4
U5972	0	48	3	2	0	3	1	6	6	6	4	5	3	3	6	6	2	2	6	1	2	3	3	4	7	3	5	6	3	5	3	5	1	5	3	4	1	1	1	4	5	5	2	4	1	5	5	3	5	1	1	1	1	5	2	1	4	1	2	4	1	3	3	4	4	4	4	4	5	27	72	72	14	64	0	6	4	4	5	3	3	2	3	5	4	3	30.0	3	2
U5973	1	55	3	2	0	2	6	6	7	6	6	7	6	6	7	5	4	1	5	2	7	1	7	1	6	2	2	6	1	6	2	7	1	2	1	3	1	1	1	6	7	3	3	5	2	2	6	4	7	1	1	1	1	1	7	6	7	7	6	2	1	3	4	5	6	7	7	6	7	3	39	87	20	46	0	4	7	7	7	7	5	7	7	7	7	6	50.0	3	7
U5974	1	24	4	0	0	0	2	6	6	6	5	7	6	7	6	3	4	3	7	1	4	3	6	3	4	5	5	5	4	4	4	5	1	4	1	5	2	1	1	6	6	5	4	5	3	4	6	6	6	7	6	7	6	6	6	5	5	6	6	5	6	6	5	5	6	6	6	6	6	58	50	52	74	15	0	6	6	6	7	6	6	6	7	7	5	6	30.0	5	3
U5975	0	54	1	0	0	2	0	1	1	1	1	1	1	1	1	6	3	4	5	6	1	7	1	7	3	4	5	1	6	2	6	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	5	4	1	1	1	1	1	1	1	1	6	7	4	3	6	6	42	28	69	43	37	22	6	4	4	5	3	1	1	1	4	1	1	0.0	1	1
U5976	1	32	3	0	0	0	2	5	7	6	2	7	4	3	5	4	6	4	5	2	1	7	1	6	2	7	5	5	7	1	6	2	3	7	3	1	1	1	1	1	1	1	1	1	1	1	2	7	6	3	1	2	1	1	1	1	1	1	1	1	1	1	1	6	6	3	7	6	7	66	59	44	59	64	50	6	1	2	1	1	1	1	1	1	4	1	10.0	2	1
